category_code,brand,Packaging Material,Shipping Mode,Usage Duration,Repairability Score
computers.components.power_supply,roevuta,Plastic,Air,3,5
computers.components.power_supply,roeyuta,Plastic,Road,4,5
computers.components.power_supply,thermaltake,Paper,Road,4,5
computers.components.power_supply,x-game,Cardboard,Air,5,5
computers.components.sound_card,hyperx,Plastic,Air,4,7
computers.components.videocards,asus,Cardboard,Air,5,7
computers.components.videocards,colorful,Plastic,Air,3,7
computers.components.videocards,gigabyte,Cardboard,Road,4,5
computers.components.videocards,msi,Paper,Road,4,7
computers.components.videocards,nvidia,Plastic,Road,4,7
computers.components.videocards,palit,Paper,Air,4,6
computers.components.videocards,sonnet,Paper,Air,4,5
computers.desktop,apple,Plastic,Air,3,7
computers.desktop,dabur,Cardboard,Road,3,5
computers.desktop,hp,Cardboard,Air,5,7
computers.desktop,lion,Plastic,Road,3,5
computers.desktop,none,Plastic,Road,3,7
computers.desktop,oral-b,Plastic,Air,4,6
computers.desktop,philips,Paper,Air,5,7
computers.desktop,president,Plastic,Road,5,5
computers.desktop,sencor,Plastic,Road,4,5
computers.ebooks,amazon,Plastic,Road,3,6
computers.ebooks,pocketbook,Plastic,Road,5,5
computers.gaming,hyperx,Paper,Air,5,5
computers.gaming,logitech,Cardboard,Air,5,7
computers.gaming,plantronics,Plastic,Road,5,7
computers.gaming,sony,Cardboard,Air,4,7
computers.network.router,altel,Plastic,Road,5,6
computers.network.router,asus,Plastic,Road,5,5
computers.network.router,d-link,Paper,Air,5,7
computers.network.router,huawei,Plastic,Road,4,5
computers.network.router,mercusys,Plastic,Air,5,6
computers.network.router,none,Paper,Road,4,7
computers.network.router,tp-link,Paper,Air,3,6
computers.network.router,xiaomi,Plastic,Air,5,7
computers.notebook,apc,Plastic,Air,5,5
computers.notebook,apple,Cardboard,Road,4,7
computers.notebook,asus,Cardboard,Road,3,7
computers.notebook,canyon,Cardboard,Road,3,5
computers.notebook,china,Paper,Air,5,5
computers.notebook,deepcool,Paper,Road,5,5
computers.notebook,dell,Paper,Road,3,5
computers.notebook,deluxe,Paper,Road,3,7
computers.notebook,eset,Cardboard,Road,3,6
computers.notebook,genius,Paper,Air,3,7
computers.notebook,google,Plastic,Road,3,6
computers.notebook,hp,Cardboard,Road,5,5
computers.notebook,huntkey,Cardboard,Air,5,7
computers.notebook,ipower,Plastic,Road,5,7
computers.notebook,irbis,Plastic,Road,5,6
computers.notebook,legrand,Plastic,Air,4,6
computers.notebook,lenovo,Paper,Air,3,6
computers.notebook,logitech,Cardboard,Road,5,6
computers.notebook,microlab,Plastic,Road,3,7
computers.notebook,microsoft,Plastic,Road,3,5
computers.notebook,moshi,Cardboard,Road,5,5
computers.notebook,msi,Cardboard,Road,4,5
computers.notebook,none,Paper,Road,4,7
computers.notebook,orico,Plastic,Road,4,6
computers.notebook,powerplant,Cardboard,Road,4,5
computers.notebook,razer,Paper,Road,4,6
computers.notebook,satechi,Cardboard,Road,3,6
computers.notebook,svc,Cardboard,Road,5,5
computers.notebook,trust,Cardboard,Air,5,7
computers.notebook,tucano,Plastic,Road,5,7
computers.peripherals.camera,logitech,Cardboard,Road,4,7
computers.peripherals.camera,president,Paper,Air,4,7
computers.peripherals.camera,razer,Cardboard,Road,3,5
computers.peripherals.joystick,logitech,Cardboard,Air,5,5
computers.peripherals.joystick,nintendo,Plastic,Road,5,7
computers.peripherals.joystick,sony,Cardboard,Air,4,7
computers.peripherals.joystick,trust,Paper,Road,4,7
computers.peripherals.joystick,x-game,Plastic,Road,4,7
computers.peripherals.joystick,xbox,Cardboard,Road,5,7
computers.peripherals.keyboard,apple,Cardboard,Road,5,7
computers.peripherals.keyboard,asus,Plastic,Road,4,7
computers.peripherals.keyboard,bloody,Plastic,Air,4,5
computers.peripherals.keyboard,delux,Cardboard,Road,3,6
computers.peripherals.keyboard,genius,Cardboard,Road,3,7
computers.peripherals.keyboard,hyperx,Paper,Air,5,5
computers.peripherals.keyboard,lenovo,Paper,Air,4,7
computers.peripherals.keyboard,logitech,Paper,Road,5,5
computers.peripherals.keyboard,microsoft,Paper,Air,3,6
computers.peripherals.keyboard,msi,Cardboard,Road,5,5
computers.peripherals.keyboard,none,Cardboard,Air,3,5
computers.peripherals.keyboard,rapoo,Cardboard,Road,5,6
computers.peripherals.keyboard,razer,Paper,Air,4,6
computers.peripherals.keyboard,steelseries,Plastic,Air,3,7
computers.peripherals.keyboard,thermaltake,Paper,Road,3,5
computers.peripherals.keyboard,trust,Cardboard,Air,4,7
computers.peripherals.keyboard,zowie,Cardboard,Road,4,6
computers.peripherals.monitor,alienware,Cardboard,Air,3,6
computers.peripherals.monitor,aoc,Plastic,Road,3,7
computers.peripherals.monitor,asus,Plastic,Road,5,5
computers.peripherals.monitor,dell,Plastic,Road,5,7
computers.peripherals.monitor,gamemax,Paper,Air,4,6
computers.peripherals.monitor,gigabyte,Plastic,Air,3,5
computers.peripherals.monitor,hp,Paper,Road,5,7
computers.peripherals.monitor,huntkey,Cardboard,Road,3,5
computers.peripherals.monitor,iiyama,Paper,Air,4,5
computers.peripherals.monitor,lenovo,Plastic,Air,4,6
computers.peripherals.monitor,lg,Paper,Road,4,6
computers.peripherals.monitor,msi,Cardboard,Air,5,6
computers.peripherals.monitor,philips,Cardboard,Road,3,7
computers.peripherals.monitor,samsung,Cardboard,Air,3,7
computers.peripherals.monitor,sanc,Plastic,Air,4,6
computers.peripherals.monitor,x-game,Cardboard,Road,3,5
computers.peripherals.monitor,xiaomi,Cardboard,Road,4,6
computers.peripherals.mouse,apple,Paper,Air,4,5
computers.peripherals.mouse,asus,Cardboard,Road,4,7
computers.peripherals.mouse,bloody,Paper,Road,4,5
computers.peripherals.mouse,cougar,Paper,Road,4,6
computers.peripherals.mouse,delux,Cardboard,Road,5,6
computers.peripherals.mouse,deluxe,Paper,Air,3,7
computers.peripherals.mouse,genius,Paper,Road,4,6
computers.peripherals.mouse,hp,Paper,Road,5,5
computers.peripherals.mouse,hyperx,Plastic,Air,4,6
computers.peripherals.mouse,lenovo,Paper,Air,4,5
computers.peripherals.mouse,logitech,Cardboard,Air,4,5
computers.peripherals.mouse,microsoft,Paper,Air,3,7
computers.peripherals.mouse,none,Cardboard,Air,4,7
computers.peripherals.mouse,patriot,Paper,Air,4,7
computers.peripherals.mouse,rapoo,Cardboard,Air,4,7
computers.peripherals.mouse,razer,Cardboard,Road,5,7
computers.peripherals.mouse,steelseries,Cardboard,Air,4,7
computers.peripherals.mouse,thermaltake,Plastic,Road,4,6
computers.peripherals.mouse,trust,Cardboard,Air,4,6
computers.peripherals.mouse,x-game,Cardboard,Road,4,6
computers.peripherals.mouse,zowie,Paper,Road,5,7
computers.peripherals.printer,brother,Cardboard,Air,3,5
computers.peripherals.printer,canon,Plastic,Air,4,6
computers.peripherals.printer,epson,Paper,Air,5,5
computers.peripherals.printer,hp,Cardboard,Air,4,6
computers.peripherals.printer,kyocera,Paper,Air,3,7
computers.peripherals.printer,none,Cardboard,Air,4,6
computers.peripherals.printer,samsung,Cardboard,Air,3,7
computers.peripherals.printer,xerox,Cardboard,Air,3,7
computers.peripherals.scanner,canon,Paper,Air,5,5
computers.peripherals.scanner,epson,Plastic,Air,4,7
computers.peripherals.scanner,hp,Paper,Road,5,5
construction.components.faucet,decoroom,Plastic,Sea,12,9
construction.components.faucet,ecologystone,Plastic,Road,15,9
construction.components.faucet,franke,Cardboard,Sea,10,9
construction.components.faucet,grohe,Plastic,Road,10,8
construction.components.faucet,lemark,Wooden Crate,Sea,8,8
construction.components.faucet,neptun,Wooden Crate,Road,12,8
construction.tools.drill,bosch,Plastic,Sea,12,7
construction.tools.drill,vikhrjh,Plastic,Road,12,9
construction.tools.generator,huter,Wooden Crate,Road,10,8
construction.tools.heater,hintek,Plastic,Sea,10,9
construction.tools.heater,lotte,Plastic,Sea,10,8
construction.tools.heater,navien,Cardboard,Sea,15,9
construction.tools.heater,resanta,Wooden Crate,Sea,10,7
construction.tools.light,eglo,Wooden Crate,Sea,12,7
construction.tools.light,sbs,Wooden Crate,Road,8,9
construction.tools.pump,vikhrjh,Plastic,Sea,10,7
construction.tools.saw,bosch,Cardboard,Road,12,8
construction.tools.saw,eurolux,Cardboard,Sea,15,7
construction.tools.saw,huter,Plastic,Road,10,8
construction.tools.saw,vikhrjh,Wooden Crate,Sea,12,9
construction.tools.screw,apple,Cardboard,Sea,12,9
construction.tools.screw,ava,Wooden Crate,Sea,15,8
construction.tools.screw,energea,Plastic,Sea,8,9
construction.tools.screw,huawei,Wooden Crate,Road,8,9
construction.tools.screw,hyperx,Cardboard,Road,12,8
construction.tools.screw,inkax,Plastic,Sea,12,8
construction.tools.screw,moshi,Plastic,Road,8,7
construction.tools.screw,neo,Plastic,Sea,10,9
construction.tools.screw,none,Cardboard,Sea,15,7
construction.tools.screw,orico,Plastic,Sea,8,7
construction.tools.screw,samsung,Plastic,Sea,8,8
construction.tools.screw,sbs,Cardboard,Road,8,9
construction.tools.screw,svc,Cardboard,Sea,10,9
construction.tools.screw,usams,Cardboard,Sea,10,8
construction.tools.welding,resanta,Wooden Crate,Sea,12,9
country_yard.cultivator,alex,Paper,Air,4,6
country_yard.cultivator,casada,Paper,Road,5,6
country_yard.lawn_mower,bosch,Paper,Air,5,5
country_yard.lawn_mower,huter,Plastic,Road,5,7
country_yard.lawn_mower,makita,Plastic,Air,3,6
country_yard.weather_station,beurer,Cardboard,Road,5,5
electronics.audio.acoustic,jbl,Foam,Road,3,5
electronics.audio.acoustic,kicx,Plastic,Air,4,5
electronics.audio.acoustic,lg,Cardboard,Air,5,5
electronics.audio.acoustic,panasonic,Plastic,Air,4,4
electronics.audio.acoustic,sony,Cardboard,Air,4,5
electronics.audio.dictaphone,sony,Foam,Air,5,6
electronics.audio.headphone,apple,Cardboard,Road,5,5
electronics.audio.headphone,asus,Cardboard,Road,4,5
electronics.audio.headphone,awei,Cardboard,Road,4,6
electronics.audio.headphone,beats,Cardboard,Road,4,4
electronics.audio.headphone,blackstar,Foam,Road,4,6
electronics.audio.headphone,bloody,Foam,Road,4,4
electronics.audio.headphone,bose,Cardboard,Air,4,5
electronics.audio.headphone,casio,Foam,Air,3,6
electronics.audio.headphone,celebrat,Cardboard,Air,5,5
electronics.audio.headphone,delux,Plastic,Air,5,5
electronics.audio.headphone,edifier,Foam,Air,4,5
electronics.audio.headphone,elari,Plastic,Air,3,4
electronics.audio.headphone,fiio,Cardboard,Road,4,6
electronics.audio.headphone,genius,Foam,Air,3,4
electronics.audio.headphone,global,Plastic,Road,3,6
electronics.audio.headphone,honor,Cardboard,Road,5,4
electronics.audio.headphone,hp,Plastic,Air,3,4
electronics.audio.headphone,huawei,Plastic,Air,3,6
electronics.audio.headphone,hyperx,Foam,Air,4,6
electronics.audio.headphone,jabra,Foam,Road,3,5
electronics.audio.headphone,jbl,Foam,Air,4,6
electronics.audio.headphone,logitech,Cardboard,Air,3,5
electronics.audio.headphone,luch,Plastic,Air,5,6
electronics.audio.headphone,marley,Foam,Air,5,6
electronics.audio.headphone,marshall,Plastic,Air,4,4
electronics.audio.headphone,microlab,Cardboard,Air,5,6
electronics.audio.headphone,moshi,Cardboard,Road,5,5
electronics.audio.headphone,neo,Foam,Air,5,6
electronics.audio.headphone,none,Cardboard,Road,3,5
electronics.audio.headphone,onanoff,Cardboard,Road,4,5
electronics.audio.headphone,panasonic,Cardboard,Road,3,5
electronics.audio.headphone,philips,Cardboard,Air,3,5
electronics.audio.headphone,plantronics,Cardboard,Air,4,5
electronics.audio.headphone,razer,Foam,Road,5,5
electronics.audio.headphone,ritmix,Cardboard,Road,3,4
electronics.audio.headphone,samsung,Foam,Air,5,5
electronics.audio.headphone,sbs,Plastic,Air,4,5
electronics.audio.headphone,sennheiser,Plastic,Road,5,5
electronics.audio.headphone,skullcandy,Plastic,Air,3,6
electronics.audio.headphone,sony,Foam,Road,4,4
electronics.audio.headphone,steelseries,Foam,Air,4,5
electronics.audio.headphone,trust,Plastic,Road,5,5
electronics.audio.headphone,urbanears,Plastic,Air,5,5
electronics.audio.headphone,xiaomi,Cardboard,Road,3,5
electronics.audio.microphone,artberry,Cardboard,Air,3,4
electronics.audio.microphone,atom,Plastic,Air,3,4
electronics.audio.microphone,audac,Plastic,Air,3,4
electronics.audio.microphone,hyperx,Plastic,Road,5,4
electronics.audio.microphone,nikon,Cardboard,Air,4,6
electronics.audio.microphone,saramonic,Plastic,Road,4,5
electronics.audio.microphone,trust,Cardboard,Air,3,5
electronics.audio.subwoofer,phantom,Cardboard,Air,3,5
electronics.audio.subwoofer,staedtler,Foam,Air,3,5
electronics.calculator,art.fit,Plastic,Road,3,7
electronics.calculator,bradex,Foam,Road,3,6
electronics.calculator,canon,Cardboard,Road,3,7
electronics.calculator,technogym,Plastic,Air,5,6
electronics.camera.photo,canon,Plastic,Air,3,5
electronics.camera.photo,fujifilm,Cardboard,Air,5,6
electronics.camera.photo,hoya,Plastic,Road,5,5
electronics.camera.photo,kenko,Foam,Road,3,5
electronics.camera.photo,nikon,Foam,Road,4,7
electronics.camera.photo,olympus,Foam,Road,3,5
electronics.camera.photo,sigma,Cardboard,Road,3,7
electronics.camera.photo,sony,Plastic,Road,4,6
electronics.camera.photo,tamron,Foam,Air,3,7
electronics.camera.video,canon,Cardboard,Road,5,6
electronics.camera.video,casio,Cardboard,Air,4,6
electronics.camera.video,panasonic,Plastic,Air,5,6
electronics.camera.video,sony,Cardboard,Road,5,7
electronics.clocks,aimoto,Foam,Road,5,6
electronics.clocks,apple,Foam,Road,5,6
electronics.clocks,elari,Plastic,Air,5,6
electronics.clocks,fossil,Cardboard,Air,3,7
electronics.clocks,garmin,Plastic,Air,4,7
electronics.clocks,honor,Foam,Road,5,6
electronics.clocks,huawei,Plastic,Road,4,5
electronics.clocks,samsung,Plastic,Air,5,7
electronics.clocks,wonlex,Cardboard,Air,4,5
electronics.clocks,xiaomi,Cardboard,Road,4,5
electronics.smartphone,apple,Foam,Air,4,3
electronics.smartphone,awax,Cardboard,Road,2,6
electronics.smartphone,dji,Foam,Road,4,5
electronics.smartphone,eset,Cardboard,Road,3,5
electronics.smartphone,fly,Foam,Air,4,4
electronics.smartphone,honor,Cardboard,Air,4,6
electronics.smartphone,huawei,Cardboard,Air,4,5
electronics.smartphone,lg,Foam,Road,2,5
electronics.smartphone,meizu,Cardboard,Air,2,6
electronics.smartphone,microsoft,Foam,Road,3,4
electronics.smartphone,nokia,Foam,Air,3,6
electronics.smartphone,oppo,Plastic,Air,4,4
electronics.smartphone,pgytech,Foam,Road,3,4
electronics.smartphone,samsung,Foam,Air,2,5
electronics.smartphone,sony,Plastic,Road,3,5
electronics.smartphone,vivo,Cardboard,Air,2,5
electronics.smartphone,wikium,Cardboard,Air,4,5
electronics.smartphone,xiaomi,Foam,Air,2,5
electronics.tablet,apple,Foam,Air,5,7
electronics.tablet,huawei,Cardboard,Air,4,6
electronics.tablet,huion,Foam,Air,3,5
electronics.tablet,lenovo,Plastic,Air,5,6
electronics.tablet,philips,Plastic,Road,5,7
electronics.tablet,prestigio,Plastic,Road,3,6
electronics.tablet,samsung,Plastic,Road,4,6
electronics.tablet,wacom,Plastic,Air,4,7
electronics.tablet,xiaomi,Foam,Air,4,7
electronics.tablet,xp-pen,Cardboard,Air,4,6
electronics.telephone,altex,Foam,Road,3,5
electronics.telephone,dji,Foam,Air,4,6
electronics.telephone,fly,Plastic,Road,5,7
electronics.telephone,mart,Cardboard,Air,4,7
electronics.telephone,nokia,Foam,Air,5,6
electronics.telephone,none,Plastic,Air,3,5
electronics.telephone,panasonic,Foam,Road,5,6
electronics.telephone,pgytech,Cardboard,Air,5,5
electronics.telephone,ruggear,Plastic,Air,4,6
electronics.telephone,sony,Cardboard,Road,5,6
electronics.video.projector,byintek,Foam,Road,4,7
electronics.video.projector,deluxe,Foam,Road,4,5
electronics.video.projector,epson,Cardboard,Air,5,7
electronics.video.projector,logitech,Cardboard,Air,3,6
electronics.video.projector,moshi,Cardboard,Road,4,5
electronics.video.projector,none,Cardboard,Air,3,7
electronics.video.projector,optoma,Foam,Air,3,6
electronics.video.projector,proscreen,Foam,Road,5,7
electronics.video.projector,xgimi,Plastic,Road,4,5
electronics.video.projector,xiaomi,Cardboard,Road,5,6
electronics.video.tv,aoc,Plastic,Road,8,7
electronics.video.tv,ava,Plastic,Air,7,5
electronics.video.tv,continent,Foam,Road,6,5
electronics.video.tv,cullmann,Foam,Road,9,7
electronics.video.tv,daewoo,Foam,Air,7,7
electronics.video.tv,fujifilm,Cardboard,Road,6,7
electronics.video.tv,giottos,Foam,Road,10,7
electronics.video.tv,gopro,Plastic,Air,6,5
electronics.video.tv,ivi,Cardboard,Air,8,7
electronics.video.tv,joby,Plastic,Road,6,6
electronics.video.tv,kivi,Foam,Air,10,7
electronics.video.tv,lg,Plastic,Road,7,7
electronics.video.tv,loewe,Foam,Air,6,6
electronics.video.tv,manfrotto,Plastic,Air,7,6
electronics.video.tv,megogo,Foam,Air,7,7
electronics.video.tv,okko,Foam,Air,7,6
electronics.video.tv,panasonic,Plastic,Road,5,5
electronics.video.tv,samsung,Cardboard,Road,6,5
electronics.video.tv,sony,Plastic,Air,8,6
electronics.video.tv,tcl,Cardboard,Road,5,5
electronics.video.tv,xiaomi,Cardboard,Air,10,5
furniture.bathroom.bath,bosch,Cardboard,Road,18,8
furniture.bathroom.bath,compliment,Wooden Crate,Road,15,6
furniture.bathroom.bath,hansa,Wooden Crate,Road,12,9
furniture.bathroom.bath,hotpoint-ariston,Wooden Crate,Road,12,8
furniture.bathroom.bath,kerasys,Wooden Crate,Road,12,8
furniture.bathroom.bath,medisana,Plastic Wrap,Sea,15,8
furniture.bathroom.bath,milight,Plastic Wrap,Sea,12,8
furniture.bathroom.bath,none,Wooden Crate,Sea,10,8
furniture.bathroom.bath,polaris,Wooden Crate,Road,20,6
furniture.bathroom.bath,scarlett,Plastic Wrap,Road,10,6
furniture.bathroom.bath,sencor,Cardboard,Road,18,8
furniture.bathroom.bath,vitehks,Cardboard,Sea,20,7
furniture.bathroom.bath,vitek,Cardboard,Road,15,9
furniture.bathroom.bath,xiaomi,Plastic Wrap,Sea,15,7
furniture.bedroom.bed,feja,Cardboard,Road,18,9
furniture.bedroom.bed,fissman,Cardboard,Road,20,9
furniture.bedroom.bed,glassware,Cardboard,Sea,20,8
furniture.bedroom.bed,marcato,Cardboard,Sea,20,9
furniture.bedroom.bed,muljhtidom,Plastic Wrap,Road,12,9
furniture.bedroom.bed,none,Wooden Crate,Road,20,6
furniture.bedroom.bed,wilmax,Cardboard,Sea,15,6
furniture.bedroom.blanket,curver,Wooden Crate,Road,18,6
furniture.bedroom.blanket,different,Plastic Wrap,Road,10,9
furniture.bedroom.pillow,dogland,Plastic Wrap,Road,18,9
furniture.bedroom.pillow,mattel,Wooden Crate,Sea,12,6
furniture.bedroom.pillow,paclan,Plastic Wrap,Sea,15,7
furniture.bedroom.pillow,rastar,Cardboard,Sea,10,8
furniture.bedroom.pillow,x-game,Cardboard,Road,12,8
furniture.kitchen.chair,ava,Cardboard,Sea,15,7
furniture.kitchen.chair,berghoff,Plastic Wrap,Sea,18,6
furniture.kitchen.chair,biol,Cardboard,Sea,18,9
furniture.kitchen.chair,demidovskiy,Wooden Crate,Road,20,7
furniture.kitchen.chair,domini,Wooden Crate,Road,15,6
furniture.kitchen.chair,grans,Cardboard,Sea,18,7
furniture.kitchen.chair,ivolia,Wooden Crate,Sea,12,7
furniture.kitchen.chair,kmk,Wooden Crate,Sea,12,9
furniture.kitchen.chair,maestro,Wooden Crate,Road,12,9
furniture.kitchen.chair,none,Cardboard,Sea,12,6
furniture.kitchen.chair,peterhof,Plastic Wrap,Road,12,6
furniture.kitchen.chair,polaris,Wooden Crate,Sea,12,9
furniture.kitchen.chair,pyrex,Wooden Crate,Sea,15,8
furniture.kitchen.chair,rondell,Cardboard,Road,18,7
furniture.kitchen.chair,simax,Cardboard,Sea,10,7
furniture.kitchen.chair,staub,Wooden Crate,Road,10,9
furniture.kitchen.chair,tefal,Plastic Wrap,Sea,12,9
furniture.kitchen.chair,tvs,Wooden Crate,Sea,10,6
furniture.kitchen.chair,victoria,Plastic Wrap,Sea,20,8
furniture.kitchen.chair,zwilling,Cardboard,Sea,15,9
furniture.kitchen.table,ava,Wooden Crate,Road,15,9
furniture.kitchen.table,berghoff,Cardboard,Sea,20,6
furniture.kitchen.table,blehk,Plastic Wrap,Road,20,6
furniture.kitchen.table,coolinar,Plastic Wrap,Road,15,9
furniture.kitchen.table,domini,Wooden Crate,Road,15,6
furniture.kitchen.table,dxracer,Cardboard,Sea,12,8
furniture.kitchen.table,e-blue,Wooden Crate,Sea,15,7
furniture.kitchen.table,eglo,Cardboard,Road,15,8
furniture.kitchen.table,electrolux,Wooden Crate,Road,10,6
furniture.kitchen.table,granchio,Wooden Crate,Road,18,6
furniture.kitchen.table,grans,Plastic Wrap,Road,10,6
furniture.kitchen.table,inhouse,Wooden Crate,Sea,12,7
furniture.kitchen.table,maestro,Plastic Wrap,Road,18,7
furniture.kitchen.table,oral-b,Plastic Wrap,Sea,15,9
furniture.kitchen.table,peterhof,Plastic Wrap,Road,15,6
furniture.kitchen.table,philips,Wooden Crate,Sea,18,9
furniture.kitchen.table,polaris,Wooden Crate,Sea,10,9
furniture.kitchen.table,rondell,Wooden Crate,Road,12,7
furniture.kitchen.table,sencor,Plastic Wrap,Sea,18,7
furniture.kitchen.table,staub,Plastic Wrap,Road,12,9
furniture.kitchen.table,tefal,Plastic Wrap,Road,18,6
furniture.kitchen.table,tramp,Wooden Crate,Road,12,9
furniture.kitchen.table,trust,Cardboard,Sea,10,9
furniture.kitchen.table,tvs,Cardboard,Sea,12,9
furniture.kitchen.table,victoria,Cardboard,Sea,20,6
furniture.kitchen.table,xiaomi,Wooden Crate,Road,20,8
furniture.kitchen.table,zwilling,Cardboard,Sea,15,6
furniture.living_room.cabinet,apollo,Cardboard,Road,20,9
furniture.living_room.cabinet,bork,Wooden Crate,Sea,18,9
furniture.living_room.cabinet,fissman,Cardboard,Sea,20,8
furniture.living_room.cabinet,polaris,Plastic Wrap,Sea,10,8
furniture.living_room.cabinet,president,Plastic Wrap,Sea,10,7
furniture.living_room.cabinet,rondell,Wooden Crate,Road,12,6
furniture.living_room.cabinet,samsung,Cardboard,Sea,10,6
furniture.living_room.cabinet,technomax,Cardboard,Sea,12,9
furniture.living_room.cabinet,tefal,Plastic Wrap,Sea,20,6
furniture.living_room.cabinet,timson,Wooden Crate,Sea,10,8
furniture.living_room.cabinet,tvs,Wooden Crate,Road,10,8
furniture.living_room.cabinet,wilmax,Wooden Crate,Sea,10,8
furniture.living_room.cabinet,zwilling,Plastic Wrap,Road,15,9
furniture.living_room.chair,acana,Wooden Crate,Sea,15,7
furniture.living_room.chair,aerocool,Cardboard,Sea,10,9
furniture.living_room.chair,airline,Cardboard,Sea,20,7
furniture.living_room.chair,alinco,Cardboard,Sea,10,8
furniture.living_room.chair,belcando,Cardboard,Sea,12,9
furniture.living_room.chair,chicco,Plastic Wrap,Road,12,9
furniture.living_room.chair,cougar,Plastic Wrap,Sea,18,6
furniture.living_room.chair,dogland,Plastic Wrap,Sea,18,8
furniture.living_room.chair,dxracer,Plastic Wrap,Sea,20,6
furniture.living_room.chair,e-blue,Plastic Wrap,Sea,18,8
furniture.living_room.chair,gamdias,Plastic Wrap,Sea,20,9
furniture.living_room.chair,gemon,Wooden Crate,Sea,15,9
furniture.living_room.chair,monge,Cardboard,Road,15,6
furniture.living_room.chair,motorola,Cardboard,Road,20,7
furniture.living_room.chair,none,Cardboard,Sea,20,9
furniture.living_room.chair,pedigree,Wooden Crate,Road,20,8
furniture.living_room.chair,reno,Wooden Crate,Road,18,7
furniture.living_room.chair,simba,Cardboard,Road,15,9
furniture.living_room.chair,thermaltake,Wooden Crate,Sea,15,6
furniture.living_room.chair,yamaguchi,Cardboard,Sea,12,7
furniture.living_room.chair,zeta,Cardboard,Road,15,9
furniture.living_room.chair,zlatek,Wooden Crate,Road,20,8
furniture.living_room.shelving,apollo,Plastic Wrap,Road,12,9
furniture.living_room.shelving,berghoff,Wooden Crate,Sea,20,8
furniture.living_room.shelving,fissman,Plastic Wrap,Sea,12,9
furniture.living_room.shelving,inhouse,Plastic Wrap,Sea,10,7
furniture.living_room.shelving,lamart,Wooden Crate,Sea,20,6
furniture.living_room.shelving,muljhtidom,Plastic Wrap,Sea,20,7
furniture.living_room.shelving,none,Wooden Crate,Road,12,6
furniture.living_room.shelving,polaris,Wooden Crate,Road,20,6
furniture.living_room.shelving,pyrex,Plastic Wrap,Road,20,7
furniture.living_room.shelving,rondell,Wooden Crate,Sea,10,9
furniture.living_room.shelving,simax,Plastic Wrap,Sea,15,6
furniture.living_room.shelving,tefal,Cardboard,Sea,18,9
furniture.living_room.shelving,toro,Wooden Crate,Sea,20,7
furniture.living_room.shelving,victoria,Wooden Crate,Road,10,7
furniture.living_room.shelving,wilmax,Wooden Crate,Road,20,9
furniture.living_room.sofa,berghoff,Wooden Crate,Road,12,7
furniture.living_room.sofa,demidovskiy,Cardboard,Sea,15,6
furniture.living_room.sofa,fissman,Cardboard,Road,20,6
furniture.living_room.sofa,none,Wooden Crate,Sea,18,6
furniture.living_room.sofa,regnum,Cardboard,Road,18,9
furniture.living_room.sofa,rondell,Plastic Wrap,Sea,15,7
furniture.living_room.sofa,tramp,Cardboard,Sea,12,8
furniture.living_room.sofa,wilmax,Cardboard,Sea,12,7
furniture.universal.light,eglo,Cardboard,Road,15,6
kids.bottles,alpengaudi,Paper,Air,3,3
kids.bottles,baboo,Cardboard,Air,3,4
kids.bottles,cdc,Cardboard,Air,4,5
kids.bottles,chicco,Paper,Air,4,4
kids.bottles,nuk,Paper,Air,4,5
kids.carriage,alis,Cardboard,Road,3,3
kids.carriage,chicco,Paper,Air,2,3
kids.dolls,barbie,Plastic,Road,4,4
kids.dolls,dc-girls,Plastic,Air,2,4
kids.dolls,deepcool,Plastic,Air,4,3
kids.dolls,id-cooling,Paper,Air,4,5
kids.dolls,lol,Paper,Air,2,5
kids.dolls,mattel,Paper,Road,2,4
kids.dolls,x-cooler,Paper,Road,2,5
kids.fmcg.diapers,joonies,Cardboard,Air,2,4
kids.skates,globber,Plastic,Road,4,5
kids.skates,kaabo,Cardboard,Air,3,5
kids.skates,micro,Paper,Air,3,5
kids.skates,ninebot,Cardboard,Road,3,4
kids.skates,xiaomi,Plastic,Road,4,5
kids.swing,chicco,Cardboard,Air,3,3
kids.toys,asus,Paper,Air,2,3
kids.toys,avermedia,Cardboard,Air,3,4
kids.toys,cablexpert,Cardboard,Road,3,5
kids.toys,chicco,Cardboard,Road,4,3
kids.toys,corsair,Cardboard,Air,3,4
kids.toys,dougez,Plastic,Road,4,3
kids.toys,id-cooling,Paper,Air,4,5
kids.toys,rastar,Plastic,Road,3,3
kids.toys,transcend,Cardboard,Road,3,5
kids.toys,xigmatek,Paper,Air,4,5
medicine.tools.tonometer,braun,Plastic,Road,5,5
medicine.tools.tonometer,logitech,Paper,Road,3,5
medicine.tools.tonometer,medisana,Cardboard,Air,5,7
medicine.tools.tonometer,omron,Cardboard,Air,3,7
medicine.tools.tonometer,panasonic,Cardboard,Road,5,5
medicine.tools.tonometer,philips,Plastic,Air,3,5
medicine.tools.tonometer,rowenta,Plastic,Road,5,7
sport.bicycle,author,Paper,Air,4,7
sport.bicycle,cannondale,Plastic,Air,4,7
sport.bicycle,chicco,Plastic,Air,5,5
sport.bicycle,dahon,Cardboard,Air,5,7
sport.bicycle,giant,Cardboard,Air,4,7
sport.bicycle,globber,Cardboard,Road,3,6
sport.bicycle,greenway,Plastic,Air,4,6
sport.bicycle,kink,Plastic,Road,4,6
